"","X","Award.AwardTitle","Award.AwardEffectiveDate","Award.AwardExpirationDate","Award.AwardAmount","Award.AwardInstrument.Value","Award.Organization.Code","Award.Organization.Directorate.LongName","Award.ProgramOfficer.SignBlockName","Award.MinAmdLetterDate","Award.MaxAmdLetterDate","Award.AwardID","Award.Investigator.FirstName","Award.Investigator.LastName","Award.Investigator.StartDate","Award.Investigator.RoleCode","Award.Institution.Name","Award.Institution.CityName","Award.Institution.ZipCode","Award.Institution.PhoneNumber","Award.Institution.StreetAddress","Award.Institution.CountryName","Award.Institution.StateName","Award.Institution.StateCode","Award.Organization.Division.LongName","Award.ProgramElement.Code","Award.ProgramElement.Text","Award.Investigator.FirstName.1","Award.Investigator.LastName.1","Award.Investigator.StartDate.1","Award.Investigator.RoleCode.1","Award.ProgramElement.Code.1","Award.ProgramElement.Text.1","Award.Investigator.FirstName.2","Award.Investigator.LastName.2","Award.Investigator.StartDate.2","Award.Investigator.RoleCode.2","Award.ProgramElement.Code.2","Award.ProgramElement.Text.2","Award.ProgramReference.Code","Award.ProgramReference.Text","Award.Investigator.LastName.3","Award.Investigator.StartDate.3","Award.Investigator.RoleCode.3","Award.Investigator.LastName.4","Award.Investigator.StartDate.4","Award.Investigator.RoleCode.4","Award.ProgramReference.Code.1","Award.ProgramReference.Text.1","Award.ProgramReference.Code.2","Award.ProgramReference.Text.2","Award.Investigator.FirstName.3","Award.ProgramElement.Code.3","Award.ProgramElement.Code.4","Award.ProgramElement.Text.3","Award.ProgramElement.Code.5","Award.ProgramElement.Text.4","Award.ProgramElement.Code.6","Award.ProgramElement.Text.5","Award.FoaInformation.Code","Award.FoaInformation.Name","Award.FoaInformation.Code.1","Award.FoaInformation.Name.1","Award.FoaInformation.Code.2","Award.FoaInformation.Name.2","Award.FoaInformation.Code.3","Award.FoaInformation.Name.3","Award.ProgramElement.Code.7","Award.ProgramElement.Code.8","Award.ProgramElement.Code.9","Award.ProgramElement.Code.10","Award.ProgramElement.Code.11","Award.ProgramElement.Code.12","Award.ProgramElement.Code.13","Award.ProgramElement.Code.14","Award.ProgramElement.Code.15","Award.ProgramElement.Code.16","Award.ProgramElement.Code.17","Award.ProgramElement.Code.18","Award.ProgramElement.Code.19","Award.ProgramElement.Code.20","Award.ProgramElement.Code.21","Award.ProgramElement.Code.22","Award.ProgramElement.Code.23","Award.ProgramElement.Code.24","Award.ProgramElement.Code.25","Award.ProgramElement.Code.26","Award.Institution.Name.1","Award.Institution.Name.2","Award.Institution.Name.3","Award.Institution.Name.4","Award.Institution.Name.5","Award.Institution.Name.6","Award.FoaInformation.Code.4","Award.FoaInformation.Name.4","Award.Investigator.FirstName.4","Award.ProgramElement.Text.6"
"3604",3604,"Personnel Mobility Assignment","07/10/1974","02/14/1977",74130,"Standard Grant",6090300,"Directorate For Geosciences","name not available","06/27/1974","08/14/1975",7423818,"John","Kelley","07/10/1974","Principal Investigator","University of Alaska Fairbanks Campus","Fairbanks",997757880,9074747301,"West Ridge Research Bldg 008","United States","Alaska","AK","Division Of Polar Programs",5214,"METEOROLOGY (ARCTIC RESEARCH)",NA,NA,NA,NA,5113,"ANTARCTIC OCEAN & ATMOSPH SCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3605",3605,"Chemistry of the Peptide Antibiotics","01/01/1975","06/30/1977",50000,"Standard Grant",8070100,"Direct For Biological Sciences","name not available","12/31/1974","12/31/1974",7423819,"William","Gibbons","01/01/1975","Principal Investigator","University of Wisconsin-Madison","MADISON",537151218,6082623822,"21 North Park Street","United States","Wisconsin","WI","Div Of Molecular and Cellular Bioscience",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3606",3606,"Neutron Diffraction Analysis of Protein Structures","11/01/1974","10/31/1977",150000,"Interagency Agreement",8070100,"Direct For Biological Sciences","name not available","10/29/1974","09/23/1976",7423824,"Benno","Schoenborn","11/01/1974","Principal Investigator","Brookhaven National Laboratory","UPTON",119735000,6313443428,"Building 185","United States","New York","NY","Div Of Molecular and Cellular Bioscience",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3607",3607,"Beta Disordered Chain Transformation in Synthetic Polypeptides","06/01/1975","11/30/1976",20000,"Standard Grant",8070100,"Direct For Biological Sciences","name not available","03/10/1975","03/10/1975",7423831,"Henry","Auer","06/01/1975","Principal Investigator","University of Rochester School of Medicine and Dentistry","Rochester",14627,NA,"30 Administration Building","United States","New York","NY","Div Of Molecular and Cellular Bioscience",1144,"Molecular Biophysics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3608",3608,"A Study of Magnetospheric Substorms","03/01/1975","09/30/1978",425600,"Continuing grant",6020203,"Directorate For Geosciences","name not available","01/30/1975","04/20/1977",7423832,"John","Olson","03/01/1975","Principal Investigator","University of Alaska Fairbanks Campus","Fairbanks",997757880,9074747301,"West Ridge Research Bldg 008","United States","Alaska","AK","Div Atmospheric & Geospace Sciences",1523,"SOLAR-TERRESTRIAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3609",3609,"Current Graphs","04/01/1975","10/31/1977",24800,"Standard Grant",3040102,"Direct For Mathematical & Physical Scien","name not available","04/10/1975","05/06/1976",7423838,"Gerhard","Ringel","04/01/1975","Principal Investigator","University of California-Santa Cruz","Santa Cruz",950641077,8314595278,"1156 High Street","United States","California","CA","Division Of Mathematical Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3610",3610,"Sperm Membrane Changes Prior to Fertilization","01/16/1975","07/31/1977",45000,"Standard Grant",8090100,"Direct For Biological Sciences","name not available","01/16/1975","01/16/1975",7423848,"James","Koehler","01/16/1975","Principal Investigator","University of Washington","Seattle",981950001,2065434043,"4333 Brooklyn Ave NE","United States","Washington","WA","Division Of Integrative Organismal Systems",1111,"DEVELOPMENTAL SYSTEMS CLUSTER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3611",3611,"Ion Molecule Reactions of Atmospheric Importance","10/01/1974","03/21/1976",51000,"Standard Grant",6020102,"Directorate For Geosciences","name not available","10/01/1974","10/01/1974",7423856,"Volker","Mohnen","10/01/1974","Principal Investigator","SUNY at Albany","Albany",122220100,5184374550,"1400 WASHINGTON AVE","United States","New York","NY","Div Atmospheric & Geospace Sciences",1522,"PHYSICAL METEOROLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3612",3612,"Genetics and Fetal Alcohol Exposure Effects in Mice","06/01/1975","02/28/1977",39000,"Standard Grant",8090200,"Direct For Biological Sciences","name not available","06/12/1975","06/12/1975",7423866,"David","Crumpacker","06/01/1975","Principal Investigator","University of Colorado at Boulder","Boulder",803031058,3034926221,"3100 Marine Street, Room 481","United States","Colorado","CO","Division Of Integrative Organismal Sys",1160,"IBN ANIMAL BEHAVIOR","Gerald","McClearn","06/01/1975","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3613",3613,"Physical Science Research at the California Institute of Technology 1920-1932","01/01/1975","06/30/1977",19300,"Standard Grant",8080301,"Direct For Biological Sciences","name not available","12/13/1974","12/13/1974",7423872,"Robert","Kargon","01/01/1975","Principal Investigator","Johns Hopkins University","Baltimore",212182608,4105168668,"3400 N CHARLES ST","United States","Maryland","MD","Div Of Biological Infrastructure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3614",3614,"Interactions of Defects in High Concentrations in Solid Oxide Electrolytes","01/01/1975","06/30/1977",75600,"Standard Grant",3070007,"Direct For Mathematical & Physical Scien","name not available","01/16/1975","01/02/1976",7423877,"Arthur","Nowick","01/01/1975","Principal Investigator","Columbia University","NEW YORK",100276902,2128546851,"2960 Broadway","United States","New York","NY","Division Of Materials Research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3615",3615,"Metamathematics and Its Relation to Algebra, Set Theory, Andfoundations of Geometry","09/01/1974","02/28/1978",160400,"Continuing grant",3040108,"Direct For Mathematical & Physical Scien","name not available","08/29/1974","08/27/1976",7423878,"Leon","Henkin","09/01/1974","Co-Principal Investigator","University of California-Berkeley","BERKELEY",947045940,5106428109,"Sponsored Projects Office","United States","California","CA","Division Of Mathematical Sciences",NA,NA,"Alfred","Tarski","09/01/1974","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3616",3616,NA,"07/01/1974","06/30/1975",0,"Standard Grant",1080100,"Office Of The Director","name not available","07/28/1975","07/28/1975",7423879,"James","Whittenberger","07/01/1974","Principal Investigator","Harvard University","Cambridge",21385366,6174955501,"1033 MASSACHUSETTS AVE","United States","Massachusetts","MA","Office of Planning and Assessment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3617",3617,"Doctoral Dissertation Research in Anthropology","09/01/1975","02/28/1977",3400,"Standard Grant",4040400,"Direct For Social, Behav & Economic Scie","name not available","08/22/1975","08/22/1975",7423895,"Hildred","Geertz","09/01/1975","Principal Investigator","Princeton University","Princeton",85442020,6092583090,"Off. of Research & Proj. Admin.","United States","New Jersey","NJ","Division Of Behavioral and Cognitive Sci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3618",3618,"Three Dimensional Modeling: Partial Differential Equations","10/01/1974","12/31/1977",98900,"Continuing grant",5010008,"Direct For Computer & Info Scie & Enginr","name not available","11/01/1974","07/01/1976",7423901,"Mario","Juncosa","10/01/1974","Principal Investigator","Rand Corporation","Santa Monica",904013297,3103930411,"1776 MAIN ST","United States","California","CA","Division of Computing and Communication Foundations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3619",3619,"Endocrine Control of Calcium Metabolism in Fishes","09/01/1974","12/31/1976",34300,"Standard Grant",8090300,"Direct For Biological Sciences","name not available","08/23/1974","08/08/1975",7423904,NA,"DATA NOT AVAILABLE","09/01/1974","Principal Investigator","CUNY Brooklyn College","Brooklyn",112102889,7189515622,"Office of Research & Sponsored P","United States","New York","NY","Division Of Integrative Organismal Sys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3620",3620,"Chemistry of Ester Enolates","06/01/1975","12/31/1978",93400,"Continuing grant",3090304,"Direct For Mathematical & Physical Scien","name not available","04/09/1975","07/15/1977",7423907,"Michael","Rathke","06/01/1975","Principal Investigator","Michigan State University","East Lansing",488242600,5173555040,"Office of Sponsored Programs","United States","Michigan","MI","Division Of Chemistry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3621",3621,"Dielectric Gratings For Thin-Film Applications","03/01/1975","12/31/1977",50500,"Standard Grant",5040003,"Direct For Computer & Info Scie & Enginr","name not available","03/10/1975","06/24/1977",7423908,"Theodor","Tamir","03/01/1975","Principal Investigator","Polytechnic University of New York","Brooklyn",112013826,7182603360,"15 Metrotech Center","United States","New York","NY","Division of Microelectronic Information Processing Systems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3622",3622,"Stereochemistry of Optically Active Organosilicon Compounds And Other Mechanistic Studies","01/01/1975","08/31/1977",95300,"Continuing grant",3090302,"Direct For Mathematical & Physical Scien","name not available","10/29/1974","11/11/1975",7423919,"Leo","Sommer","01/01/1975","Principal Investigator","University of California-Davis","Davis",956186134,5307547700,"OR/Sponsored Programs","United States","California","CA","Division Of Chemistry",1932,"SYNTHETIC INORGANIC & ORGANOME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3623",3623,"Quantitative Correlation Study Between Biological Activity And Chemical Structure and Drug Design","03/15/1975","11/30/1975",0,"Standard Grant",6030000,"Directorate For Geosciences","name not available","03/15/1975","03/15/1975",7423923,"Eric","Lien","03/15/1975","Principal Investigator","Travel Award","Arlington",22230,NA,NA,"United States","Virginia","VA","Division Of Earth Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3624",3624,"Numerical Modeling of Turbulent Stratified Flow in the Atmospheric Boundary Layer","12/01/1974","09/30/1977",65800,"Standard Grant",6020102,"Directorate For Geosciences","name not available","11/12/1974","05/20/1977",7423924,"John","Seinfeld","12/01/1974","Co-Principal Investigator","California Institute of Technology","PASADENA",911250600,6263956219,"1200 E California Blvd","United States","California","CA","Div Atmospheric & Geospace Sciences",1522,"PHYSICAL METEOROLOGY","L. Gary","Leal","12/01/1974","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3625",3625,"Chemistry on Polystyrene Matrices","06/01/1975","11/30/1978",60900,"Continuing grant",3090304,"Direct For Mathematical & Physical Scien","name not available","03/25/1975","06/14/1977",7423925,"Steven","Regen","06/01/1975","Principal Investigator","Marquette University","Milwaukee",532011881,4142887200,"P.O. Box 1881","United States","Wisconsin","WI","Division Of Chemistry",1934,"SYNTHETIC ORGANIC & NAT PRODUC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3626",3626,"A Study of the History of Upper Atmosphere Physics in Antarctica","12/15/1974","05/31/1977",5300,"Standard Grant",6090000,"Directorate For Geosciences","name not available","11/27/1974","11/27/1974",7423943,"C. Stewart","Gillmor","12/15/1974","Principal Investigator","Wesleyan University","Middletown",64593208,8606853683,"237 HIGH ST","United States","Connecticut","CT","Division Of Polar Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3627",3627,"Analysis and Design of Continuous Thickeners","07/01/1974","12/31/1977",50500,"Standard Grant",7020000,"Directorate For Engineering","name not available","06/26/1974","03/02/1977",7423967,"Arthur","Tarrer","07/01/1974","Principal Investigator","Auburn University","Auburn University",368490001,3348444438,"310 Samford Hall","United States","Alabama","AL","Div Of Chem, Bioeng, Env, & Transp Sys",1414,"INTERFAC PROCESSES & THERMODYN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3628",3628,"Post-Translational Modification of Protein Structure and Function in E. Coli","03/01/1975","08/31/1977",60000,"Continuing grant",8070400,"Direct For Biological Sciences","name not available","02/11/1975","03/02/1976",7423970,"Richard","Soffer","03/01/1975","Principal Investigator","Yeshiva University, Albert Einstein College of Medicine","Bronx",104587809,NA,"500 West 185th Street","United States","New York","NY","Div Of Molecular and Cellular Bioscience",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3629",3629,"Physological Ecology of Marine Phytoplankton","03/01/1975","02/28/1979",206900,"Standard Grant",6040301,"Directorate For Geosciences","name not available","12/24/1974","03/10/1977",7423972,"William","Thomas","03/01/1975","Principal Investigator","University of California-San Diego Scripps Inst of Oceanography","LA JOLLA",920930210,8585341293,"8602 La Jolla Shores Dr","United States","California","CA","Division Of Ocean Sciences",1650,"BIOLOGICAL OCEANOGRAPHY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3630",3630,"Metal Nuclide Nmr Studies. Complexation of Group Ii Metal Ions","11/01/1974","04/30/1978",146000,"Continuing grant",3090106,"Direct For Mathematical & Physical Scien","name not available","11/18/1974","03/15/1977",7423980,"Gary","Maciel","11/01/1974","Principal Investigator","Colorado State University","Fort Collins",805232002,9704916355,"601 S Howes St","United States","Colorado","CO","Division Of Chemistry",1916,"STRUCTURAL CHEMISTRY",NA,NA,NA,NA,1938,"CHEMICAL INSTRUMENTATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3631",3631,"Nuclear Physics Research","02/01/1975","07/29/1977",83800,"Standard Grant",3010300,"Direct For Mathematical & Physical Scien","name not available","01/29/1975","01/29/1976",7423981,"Ralph","Segel","02/01/1975","Principal Investigator","Northwestern University","Evanston",602013149,8474913003,"1801 Maple Ave.","United States","Illinois","IL","Division Of Physics",1278,"INTERMEDIATE ENERGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3632",3632,"Providing Data on Foreign Direct Investment Studies (Ca150)","09/13/1974","06/30/1975",6000,"Interagency Agreement",4040000,"Direct For Social, Behav & Economic Scie","name not available","09/13/1974","09/13/1974",7423985,"Arnold","Gilbert","09/13/1974","Principal Investigator","Department of Commerce","Arlington",22201,7035880851,"Ocean.US 2300 Clarendon Blvd.","United States","Virginia","VA","Division Of Behavioral and Cognitive Sci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3633",3633,"Nonparametric and Adaptive Techniques in Communications","01/01/1975","05/31/1977",59200,"Standard Grant",5040003,"Direct For Computer & Info Scie & Enginr","name not available","12/23/1974","12/23/1974",7423990,"Lee","Davisson","01/01/1975","Principal Investigator","University of Southern California","Los Angeles",900890001,2137407762,"University Park","United States","California","CA","Division of Microelectronic Information Processing Systems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
