"","X","Award.AwardTitle","Award.AwardEffectiveDate","Award.AwardExpirationDate","Award.AwardAmount","Award.AwardInstrument.Value","Award.Organization.Code","Award.Organization.Directorate.LongName","Award.Organization.Division.LongName","Award.ProgramOfficer.SignBlockName","Award.MinAmdLetterDate","Award.MaxAmdLetterDate","Award.AwardID","Award.Investigator.FirstName","Award.Investigator.LastName","Award.Investigator.StartDate","Award.Investigator.RoleCode","Award.Institution.Name","Award.Institution.CityName","Award.Institution.ZipCode","Award.Institution.PhoneNumber","Award.Institution.StreetAddress","Award.Institution.CountryName","Award.Institution.StateName","Award.Institution.StateCode","Award.ProgramElement.Code","Award.ProgramElement.Text","Award.Investigator.LastName.1","Award.Investigator.StartDate.1","Award.Investigator.RoleCode.1","Award.Investigator.LastName.2","Award.Investigator.StartDate.2","Award.Investigator.RoleCode.2","Award.Investigator.LastName.3","Award.Investigator.StartDate.3","Award.Investigator.RoleCode.3","Award.Investigator.LastName.4","Award.Investigator.StartDate.4","Award.Investigator.RoleCode.4","Award.Investigator.FirstName.1","Award.Investigator.FirstName.2","Award.ProgramElement.Code.1","Award.ProgramElement.Text.1","Award.Investigator.FirstName.3","Award.ProgramElement.Code.2","Award.ProgramElement.Text.2","Award.ProgramElement.Code.3","Award.ProgramReference.Code","Award.ProgramReference.Text","Award.Investigator.FirstName.4","Award.ProgramElement.Code.4","Award.ProgramElement.Text.3","Award.ProgramElement.Code.5","Award.ProgramElement.Text.4","Award.ProgramElement.Code.6","Award.ProgramElement.Text.5","Award.ProgramElement.Code.7","Award.ProgramElement.Text.6","Award.ProgramElement.Code.8","Award.ProgramElement.Text.7","Award.ProgramElement.Code.9","Award.ProgramElement.Text.8","Award.ProgramElement.Code.10","Award.ProgramElement.Text.9","Award.ProgramElement.Code.11","Award.ProgramElement.Text.10","Award.ProgramElement.Code.12","Award.ProgramElement.Text.11","Award.ProgramElement.Code.13","Award.ProgramElement.Text.12","Award.ProgramElement.Code.14","Award.ProgramElement.Text.13","Award.ProgramElement.Code.15","Award.ProgramElement.Text.14","Award.ProgramElement.Code.16","Award.ProgramElement.Text.15","Award.ProgramElement.Code.17","Award.ProgramElement.Text.16","Award.ProgramElement.Code.18","Award.ProgramElement.Text.17","Award.ProgramElement.Code.19","Award.ProgramElement.Text.18","Award.ProgramElement.Code.20","Award.ProgramElement.Text.19","Award.ProgramElement.Code.21","Award.ProgramElement.Code.22","Award.ProgramElement.Code.23","Award.ProgramElement.Code.24","Award.ProgramElement.Code.25","Award.ProgramElement.Code.26","Award.ProgramElement.Code.27","Award.ProgramElement.Text.20","Award.ProgramElement.Code.28","Award.ProgramElement.Text.21","Award.ProgramElement.Code.29","Award.ProgramElement.Text.22","Award.ProgramElement.Code.30","Award.ProgramElement.Text.23","Award.ProgramElement.Code.31","Award.ProgramElement.Text.24","Award.ProgramElement.Code.32","Award.Institution.Name.1","Award.Institution.Name.2","Award.Institution.Name.3","Award.Institution.Name.4","Award.Institution.Name.5","Award.Institution.Name.6"
"1150",1150,"Dynamics of Free Radical Reactions","06/01/1972","11/30/1976",77000,"Continuing grant",3090102,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","04/05/1972","01/21/1975",7204597,"David","Gutman","06/01/1972","Principal Investigator","Illinois Institute of Technology","Chicago",606163717,3125673035,"10 West 35th Street","United States","Illinois","IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151",1151,"Biogenetic Type Synthesis of Natural Products and Their Progenitors","07/01/1972","12/31/1976",97200,"Continuing grant",3090302,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","04/07/1972","03/06/1975",7204601,"A. Ian","Scott","07/01/1972","Principal Investigator","Yale University","New Haven",65208327,2037854689,"Office of Sponsored Projects","United States","Connecticut","CT",1934,"SYNTHETIC ORGANIC & NAT PRODUC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1152",1152,"Electron Transport in Mixed Valence Complexes- Models For High Temperature Superconductors","06/01/1972","05/31/1974",36000,"Standard Grant",3090108,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","05/04/1972","05/04/1972",7204604,"Daniel","Perlmutter","06/01/1972","Principal Investigator","Johns Hopkins University","Baltimore",212182608,4105168668,"3400 N CHARLES ST","United States","Maryland","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1153",1153,"Theory of Chemical Kinetics","05/01/1972","10/31/1977",134800,"Continuing grant",3090102,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","04/13/1972","04/05/1976",7204610,"Rudolph","Marcus","05/01/1972","Principal Investigator","University of Illinois at Urbana-Champaign","CHAMPAIGN",618207473,2173332187,"SUITE A","United States","Illinois","IL",1914,"INORGANIC CHEMICAL DYNAMICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154",1154,"1. Heterocrown Chemistry. 2. Carbanion Chemistry","06/01/1972","11/30/1977",180600,"Continuing grant",3090302,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","04/17/1972","02/19/1976",7204616,"Donald","Cram","06/01/1972","Principal Investigator","University of California-Los Angeles","LOS ANGELES",900951406,3107940102,"10889 Wilshire Boulevard","United States","California","CA",1934,"SYNTHETIC ORGANIC & NAT PRODUC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155",1155,"Geometric Analysis","06/01/1972","11/30/1976",77400,"Standard Grant",3040102,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/17/1972","05/16/1975",7204622,"John","Brothers","06/01/1972","Co-Principal Investigator","Indiana University","Bloomington",474013654,8128550516,"509 E 3RD ST","United States","Indiana","IN",1265,"GEOMETRIC ANALYSIS","Ziemer","06/01/1972","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"William",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156",1156,"Mathematical Problems of Symmetry-Breaking","07/01/1972","12/31/1977",33200,"Standard Grant",3040101,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/17/1972","07/01/1976",7204624,"Nancy","Kopell","07/01/1972","Principal Investigator","Northeastern University","BOSTON",21155005,6173732508,"360 HUNTINGTON AVE","United States","Massachusetts","MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157",1157,"Multi-Particle Spectroscopy Experiments","04/15/1972","03/31/1977",554400,"Standard Grant",3010200,"Direct For Mathematical & Physical Scien","Division Of Physics","name not available","04/07/1972","05/01/1976",7204627,"Peter","Schlein","04/15/1972","Principal Investigator","University of California-Los Angeles","LOS ANGELES",900951406,3107940102,"10889 Wilshire Boulevard","United States","California","CA",1272,"ELEMENTARY PARTICLE PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1158",1158,"Complex Harmonic Analysis on Lie Groups","06/01/1972","11/30/1976",32100,"Standard Grant",3040103,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/19/1972","05/06/1975",7204629,"Roe","Goodman","06/01/1972","Principal Investigator","Rutgers University New Brunswick","Piscataway",88543925,8489320150,"33 Knightsbridge Road","United States","New Jersey","NJ",1262,"MODERN ANALYSIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159",1159,"Symposia on Applied Mathematics- (I) Theoretical Aspects, (Ii) Computational Aspects","04/12/1972","04/30/1973",8500,"Standard Grant",3040100,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/12/1972","04/12/1972",7204633,"W.","Jameson","04/12/1972","Principal Investigator","Society For Industrial and Applied Math (SIAM)","Philadelphia",191042688,2153829800,"3600 Market St.","United States","Pennsylvania","PA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1160",1160,"Fourier Analysis","06/01/1972","05/31/1976",25400,"Standard Grant",3040103,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/14/1972","05/20/1975",7204638,"O.Carruth","McGehee","06/01/1972","Principal Investigator","Louisiana State University & Agricultural and Mechanical College","Baton Rouge",708032701,2255782760,"202 Himes Hall","United States","Louisiana","LA",1262,"MODERN ANALYSIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161",1161,"Theoretical Chemistry","06/01/1972","11/30/1976",37500,"Continuing grant",3090105,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","05/25/1972","05/25/1972",7204649,"John","Light","06/01/1972","Principal Investigator","University of Chicago","Chicago",606375418,7737028669,"5801 South Ellis Avenue","United States","Illinois","IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1162",1162,"Mechanisms of Organic Reactions","05/01/1972","10/31/1977",150000,"Continuing grant",3090102,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","04/12/1972","04/26/1976",7204657,"Frederick","Jensen","05/01/1972","Principal Investigator","University of California-Berkeley","BERKELEY",947045940,5106428109,"Sponsored Projects Office","United States","California","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163",1163,"Moduli and Automorphic Functions","07/01/1972","12/31/1977",37900,"Continuing grant",3040104,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/18/1972","12/24/1975",7204661,"Jun-Ichi","Igusa","07/01/1972","Principal Investigator","Johns Hopkins University","Baltimore",212182608,4105168668,"3400 N CHARLES ST","United States","Maryland","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164",1164,"The Chemistry of Aromatic Compounds","07/01/1972","12/31/1976",22300,"Continuing grant",3090102,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","04/14/1972","04/14/1972",7204668,"Joseph","Bunnett","07/01/1972","Principal Investigator","University of California-Santa Cruz","Santa Cruz",950641077,8314595278,"1156 High Street","United States","California","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165",1165,"Problems in the Topology of Manifolds","06/01/1972","11/30/1976",79400,"Standard Grant",3040108,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/27/1972","05/29/1975",7204690,"Lawrence","Husch","06/01/1972","Principal Investigator","University of Tennessee Knoxville","KNOXVILLE",379960003,8659743466,"1 CIRCLE PARK","United States","Tennessee","TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166",1166,"Optimum Settling Problems For Time Lag Systems","06/01/1972","11/30/1977",39200,"Standard Grant",3040101,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/24/1972","04/12/1976",7204695,"Marc","Jacobs","06/01/1972","Principal Investigator","University of Missouri-Columbia","COLUMBIA",652110001,5738827560,"115 Business Loop 70 W","United States","Missouri","MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167",1167,"Spectroscopic Studies of Energy Transfer and Applications OfTunable Lasers in Chemistry","06/01/1972","11/30/1976",84000,"Continuing grant",3090105,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","04/26/1972","01/13/1975",7204699,"C. Bradley","Moore","06/01/1972","Principal Investigator","University of California-Berkeley","BERKELEY",947045940,5106428109,"Sponsored Projects Office","United States","California","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168",1168,"Chemically Induced Dynamic Nuclear Polarization - Its Relation to the Reactions and Structures of Organic Free Radicals","06/15/1972","11/30/1976",76200,"Continuing grant",3090102,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","04/27/1972","01/24/1975",7204701,"Harold","Ward","06/15/1972","Principal Investigator","Brown University","Providence",29129002,4018632777,"BOX 1929","United States","Rhode Island","RI",1912,"ORGANIC CHEMICAL DYNAMICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169",1169,"Modular Functions and Number Theory","06/01/1972","11/30/1976",55500,"Standard Grant",3040102,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/25/1972","05/08/1975",7204704,"Harvey","Cohn","06/01/1972","Principal Investigator","CUNY City College","New York",100319101,2126505418,"Convent Ave at 138th St","United States","New York","NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170",1170,"Mathematical Foundations of Mechanics and Thermodynamics","07/01/1972","12/31/1975",11200,"Continuing grant",3040101,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/26/1972","04/26/1972",7204707,"Walter","Noll","07/01/1972","Principal Investigator","Carnegie-Mellon University","PITTSBURGH",152133815,4122689527,"5000 Forbes Avenue","United States","Pennsylvania","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171",1171,"Acid-Catalyzed Hydrolysis of Pyranosides","07/01/1972","12/31/1976",24300,"Standard Grant",3090102,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","04/28/1972","07/12/1976",7204716,"Michael","Hoffman","07/01/1972","Co-Principal Investigator","Kansas State University","MANHATTAN",665061103,7855326804,"2 FAIRCHILD HALL","United States","Kansas","KS",NA,NA,"Seib","07/01/1972","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1172",1172,"Study of Exchange Reactions Using the Complementary Shock Tube Technique","07/01/1972","12/31/1976",39100,"Continuing grant",3090102,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","04/28/1972","01/16/1975",7204717,"Ralph","Kern","07/01/1972","Principal Investigator","University of New Orleans","New Orleans",701480001,5042806836,"2000 Lakeshore Drive","United States","Louisiana","LA",1914,"INORGANIC CHEMICAL DYNAMICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173",1173,"Theoretical and Computational Studies of Atomic and Molecular Structure","05/01/1972","10/31/1977",344200,"Continuing grant",3090105,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","04/24/1972","04/26/1976",7204722,"Harrison","Shull","05/01/1972","Principal Investigator","Indiana University","Bloomington",474013654,8128550516,"509 E 3RD ST","United States","Indiana","IN",1915,"EXPERIMENTAL CHEMICAL PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174",1174,"Algebraic & Differential Topology","06/01/1972","12/31/1976",73000,"Standard Grant",3040108,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/27/1972","04/04/1975",7204731,"Robion","Kirby","06/01/1972","Principal Investigator","University of California-Berkeley","BERKELEY",947045940,5106428109,"Sponsored Projects Office","United States","California","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175",1175,"Shape Theory","06/15/1972","11/30/1976",33800,"Standard Grant",3040108,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","05/10/1972","05/30/1975",7204739,"Jack","Segal","06/15/1972","Principal Investigator","University of Washington","Seattle",981950001,2065434043,"4333 Brooklyn Ave NE","United States","Washington","WA",1267,"TOPOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176",1176,"Mapping Class Groups of Three Dimensional Manifolds","07/01/1972","12/31/1976",17500,"Standard Grant",3040108,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","05/11/1972","06/12/1974",7204740,"Hugh","Hilden","07/01/1972","Principal Investigator","University of Hawaii","HONOLULU",968222234,8089567800,"2440 Campus Road, Box 368","United States","Hawaii","HI",1267,"TOPOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177",1177,"Operator Ergodic Theory","07/01/1972","12/31/1977",83200,"Standard Grant",3040103,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","05/04/1972","05/20/1975",7204752,"Louis","Sucheston","07/01/1972","Principal Investigator","Ohio State University","Columbus",432101016,6146888735,"Office of Sponsored Programs","United States","Ohio","OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
