"","X","Award.AwardTitle","Award.AwardEffectiveDate","Award.AwardExpirationDate","Award.AwardAmount","Award.AwardInstrument.Value","Award.Organization.Code","Award.Organization.Directorate.LongName","Award.Organization.Division.LongName","Award.ProgramOfficer.SignBlockName","Award.MinAmdLetterDate","Award.MaxAmdLetterDate","Award.AwardID","Award.Investigator.FirstName","Award.Investigator.LastName","Award.Investigator.StartDate","Award.Investigator.RoleCode","Award.Institution.Name","Award.Institution.CityName","Award.Institution.ZipCode","Award.Institution.PhoneNumber","Award.Institution.StreetAddress","Award.Institution.CountryName","Award.Institution.StateName","Award.Institution.StateCode","Award.Investigator.FirstName.1","Award.Investigator.LastName.1","Award.Investigator.StartDate.1","Award.Investigator.RoleCode.1","Award.ProgramElement.Code","Award.ProgramElement.Text","Award.ProgramElement.Code.1","Award.Investigator.LastName.2","Award.Investigator.StartDate.2","Award.Investigator.RoleCode.2","Award.Investigator.FirstName.2","Award.Investigator.LastName.3","Award.Investigator.StartDate.3","Award.Investigator.RoleCode.3","Award.Investigator.FirstName.3","Award.Investigator.LastName.4","Award.Investigator.StartDate.4","Award.Investigator.RoleCode.4","Award.Investigator.FirstName.4","Award.ProgramElement.Text.1","Award.FoaInformation.Code","Award.FoaInformation.Name","Award.FoaInformation.Code.1","Award.FoaInformation.Name.1","Award.FoaInformation.Code.2","Award.FoaInformation.Name.2","Award.FoaInformation.Code.3","Award.FoaInformation.Name.3","Award.ProgramElement.Code.2","Award.ProgramElement.Text.2","Award.ProgramReference.Code","Award.ProgramReference.Text","Award.ProgramReference.Code.1","Award.ProgramReference.Text.1","Award.Institution.Name.1","Award.Institution.Name.2","Award.Institution.Name.3","Award.Institution.Name.4","Award.Institution.Name.5","Award.Institution.Name.6","Award.ProgramElement.Code.3","Award.ProgramElement.Text.3","Award.ProgramElement.Code.4","Award.ProgramElement.Text.4","Award.ProgramElement.Code.5","Award.ProgramElement.Code.6","Award.ProgramElement.Code.7","Award.ProgramElement.Code.8","Award.ProgramElement.Code.9","Award.ProgramElement.Code.10","Award.ProgramElement.Code.11"
"692",692,"1969 Institutional Grants For Science","11/26/1969","09/30/1971",317918,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002743,"-.","None","11/26/1969","Principal Investigator","North Carolina State University","RALEIGH","276957514",9195152444,"CAMPUS BOX 7514","United States","North Carolina","NC",NA,NA,NA,NA,2100,"INSTITUTIONAL GRANTS SCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",693,"1969 Institutional Grants For Science","11/26/1969","11/30/1970",2000,"Standard Grant",10030000,"Office of Budget, Finance, & Award Management","Division of Grants and Agreements","name not available","11/26/1969","11/26/1969",7002744,"Jeremy","Taylor","11/26/1969","Principal Investigator","University of North Carolina at Wilmington","Wilmington","284033201",9109623167,"601 South College Road","United States","North Carolina","NC",NA,NA,NA,NA,2100,"INSTITUTIONAL GRANTS SCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694",694,"1969 Institutional Grants For Science","11/26/1969","09/30/1971",55547,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002750,".","None","11/26/1969","Principal Investigator","Bowling Green State University","Bowling Green","434030230",4193722481,"400 E. Poe Rd.","United States","Ohio","OH",NA,NA,NA,NA,2100,"INSTITUTIONAL GRANTS SCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695",695,"1969 Institutional Grants For Science","11/26/1969","09/30/1971",44771,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002752,".","None","11/26/1969","Principal Investigator","Central State University","Wilberforce","453841004",5133766011,"P.O. Box 1004","United States","Ohio","OH",NA,NA,NA,NA,2100,"INSTITUTIONAL GRANTS SCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696",696,"1969 Institutional Grants For Science","11/26/1969","09/30/1971",38356,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002754,".","None","11/26/1969","Principal Investigator","College of Wooster","Wooster","446912363",3302632004,"1189 Beall Avenue","United States","Ohio","OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697",697,"1969 Institutional Grants For Science","11/26/1969","11/30/1970",10090,"Standard Grant",10030000,"Office of Budget, Finance, & Award Management","Division of Grants and Agreements","name not available","11/26/1969","11/26/1969",7002755,"Jeremy","Taylor","11/26/1969","Principal Investigator","Defiance College","Defiance","435121610",4197844010,"701 N Clinton","United States","Ohio","OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698",698,"1969 Institutional Grants For Science","11/26/1969","09/30/1971",29889,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002757,"-.","None","11/26/1969","Principal Investigator","Hiram College","Hiram","442340067",3305695134,"PO Box 67","United States","Ohio","OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699",699,"1969 Institutional Grants For Science","11/26/1969","09/30/1971",45619,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002758,".","None","11/26/1969","Principal Investigator","John Carroll University","Cleveland","441184581",2163974284,"1 John Carroll Blvd","United States","Ohio","OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700",700,"1969 Institutional Grants For Science","11/26/1969","09/30/1971",49898,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002764,".","None","11/26/1969","Principal Investigator","Oberlin College","Oberlin","440741090",4407758461,"70 N. Professor Street","United States","Ohio","OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701",701,"1969 Institutional Grants For Science","11/26/1969","09/30/1971",83417,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002767,".","None","11/26/1969","Principal Investigator","Ohio University","ATHENS","457012979",7405932857,"108 CUTLER HL","United States","Ohio","OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702",702,"1969 Institutional Grants For Science","11/26/1969","11/30/1970",10045,"Standard Grant",10030000,"Office of Budget, Finance, & Award Management","Division of Grants and Agreements","name not available","11/26/1969","11/26/1969",7002769,"Jeremy","Taylor","11/26/1969","Principal Investigator","Otterbein College","Westerville","430812006",6148231846,"1 S. Grove St.","United States","Ohio","OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703",703,"1969 Institutional Grants For Science","11/26/1969","09/30/1971",182117,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002771,"-.","None","11/26/1969","Principal Investigator","University of Cincinnati Main Campus","Cincinnati","452210222",5135564358,"University Hall, Suite 530","United States","Ohio","OH",NA,NA,NA,NA,2100,"INSTITUTIONAL GRANTS SCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704",704,"1969 Institutional Grants For Science","11/26/1969","09/30/1971",59687,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002773,".","None","11/26/1969","Principal Investigator","University of Toledo","TOLEDO","436063390",4195302844,"2801 W Bancroft St., MS 944","United States","Ohio","OH",NA,NA,NA,NA,2100,"INSTITUTIONAL GRANTS SCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705",705,"1969 Institutional Grants For Science","11/26/1969","09/30/1971",43077,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002780,".","None","11/26/1969","Principal Investigator","Langston University","Langston","730500907",4054663201,"Box 907","United States","Oklahoma","OK",NA,NA,NA,NA,2100,"INSTITUTIONAL GRANTS SCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",706,"1969 Institutional Grants For Science","11/26/1969","11/30/1970",8000,"Standard Grant",10030000,"Office of Budget, Finance, & Award Management","Division of Grants and Agreements","name not available","11/26/1969","11/26/1969",7002781,"Jeremy","Taylor","11/26/1969","Principal Investigator","Northeastern State University","Tahlequah","744642301",9184565511,"600 N. Grand","United States","Oklahoma","OK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707",707,"1969 Institutional Grants For Science","11/26/1969","09/30/1971",174611,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002785,"-.","None","11/26/1969","Principal Investigator","University of Oklahoma Norman Campus","NORMAN","730199705",4053254757,"201 Stephenson Parkway","United States","Oklahoma","OK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",708,"1969 Institutional Grants For Science","11/26/1969","11/30/1970",2000,"Standard Grant",10030000,"Office of Budget, Finance, & Award Management","Division of Grants and Agreements","name not available","11/26/1969","11/26/1969",7002787,"Jeremy","Taylor","11/26/1969","Principal Investigator","Central Oregon Community College","Bend","977015933",5413837711,"2600 NW College Way","United States","Oregon","OR",NA,NA,NA,NA,2100,"INSTITUTIONAL GRANTS SCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709",709,"1969 Institutional Grants For Science","11/26/1969","10/31/1971",29070,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002789,".","None","11/26/1969","Principal Investigator","Western Oregon University","Monmouth","973611329",5038388589,"345 N Monmouth Avenue","United States","Oregon","OR",NA,NA,NA,NA,2100,"INSTITUTIONAL GRANTS SCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710",710,"1969 Institutional Grants For Science","11/26/1969","09/30/1971",339838,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002790,"-.","None","11/26/1969","Principal Investigator","Oregon State University","Corvallis","973318507",5417374933,"OREGON STATE UNIVERSITY","United States","Oregon","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711",711,"1969 Institutional Grants For Science","11/26/1969","09/30/1971",51253,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002792,".","None","11/26/1969","Principal Investigator","Reed College","Portland","972028138",5037711112,"3203 S E Woodstock Blvd","United States","Oregon","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712",712,"1969 Institutional Grants For Science","11/26/1969","10/31/1971",33362,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002793,".","None","11/26/1969","Principal Investigator","Southern Oregon University","Ashland","975205001",5415528662,"1250 Siskiyou Boulevard","United States","Oregon","OR",NA,NA,NA,NA,2100,"INSTITUTIONAL GRANTS SCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713",713,"1969 Institutional Grants For Science","11/26/1969","09/30/1971",279977,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002794,"-.","None","11/26/1969","Principal Investigator","University of Oregon Eugene","Eugene","974035219",5413465131,"5219 UNIVERSITY OF OREGON","United States","Oregon","OR",NA,NA,NA,NA,2100,"INSTITUTIONAL GRANTS SCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714",714,"1969 Institutional Grants For Science","11/26/1969","11/30/1971",14825,"Standard Grant",10030000,"Office of Budget, Finance, & Award Management","Division of Grants and Agreements","name not available","11/26/1969","11/26/1969",7002795,"Jeremy","Taylor","11/26/1969","Principal Investigator","University of Portland","Portland","972035743",5039438004,"5000 N Willamette Blvd","United States","Oregon","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715",715,"1969 Institutional Grants For Science","11/26/1969","11/30/1971",4000,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","11/26/1969",7002796,".","None","11/26/1969","Principal Investigator","Willamette University","Salem","973013930",5033706617,"900 State Street","United States","Oregon","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716",716,"1969 Institutional Grants For Science","11/26/1969","09/30/1971",44905,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002799,".","None","11/26/1969","Principal Investigator","Bucknell University","LEWISBURG","178372111",5705773855,"One Dent Drive","United States","Pennsylvania","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717",717,"1969 Institutional Grants For Science","11/26/1969","09/30/1971",28962,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002802,"-.","None","11/26/1969","Principal Investigator","Dickinson College","Carlisle","170132896",7172435121,"P.O. Box 1773","United States","Pennsylvania","PA",NA,NA,NA,NA,2100,"INSTITUTIONAL GRANTS SCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718",718,"1969 Institutional Grants For Science","11/26/1969","09/30/1971",43194,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002804,".","None","11/26/1969","Principal Investigator","Duquesne University","Pittsburgh","152820001",4123961537,"Room 310 Administration Building","United States","Pennsylvania","PA",NA,NA,NA,NA,2100,"INSTITUTIONAL GRANTS SCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719",719,"1969 Institutional Grants For Science","11/26/1969","10/31/1970",17445,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/15/1972",7002805,"Jeremy","Taylor","11/26/1969","Principal Investigator","East Stroudsburg University of Pennsylvania","East Stroudsburg","183012999",5704227954,"200 Prospect Street","United States","Pennsylvania","PA",NA,NA,NA,NA,2100,"INSTITUTIONAL GRANTS SCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720",720,"1969 Institutional Grants For Science","11/26/1969","11/30/1971",19298,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/03/1971",7002806,"-.","None","11/26/1969","Principal Investigator","Elizabethtown College","Elizabethtown","170222298",7173671445,"One Alpha Drive","United States","Pennsylvania","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721",721,"1969 Institutional Grants For Science","11/26/1969","11/30/1971",3000,"Standard Grant",10030000,"Office of Budget, Finance, & Award Management","Division of Grants and Agreements","name not available","11/26/1969","11/26/1969",7002808,"Jeremy","Taylor","11/26/1969","Principal Investigator","Gettysburg College","Gettysburg","173251483",7173376505,"North Washington Street","United States","Pennsylvania","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722",722,"1969 Institutional Grants For Science","11/26/1969","09/30/1971",47122,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002810,".","None","11/26/1969","Principal Investigator","Haverford College","Haverford","190411336",6108961000,"370 Lancaster Avenue","United States","Pennsylvania","PA",NA,NA,NA,NA,2100,"INSTITUTIONAL GRANTS SCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723",723,"1969 Institutional Grants For Science","11/26/1969","11/30/1971",2000,"Standard Grant",10030000,"Office of Budget, Finance, & Award Management","Division of Grants and Agreements","name not available","11/26/1969","11/26/1969",7002817,"Jeremy","Taylor","11/26/1969","Principal Investigator","Mercyhurst University","Erie","165460002",8148242102,"501 E 38th Street","United States","Pennsylvania","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724",724,"1969 Institutional Grants For Science","11/26/1969","11/30/1971",23339,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/03/1971",7002818,"-.","None","11/26/1969","Principal Investigator","Millersville University","Millersville","175510302",7178723820,"PO Box 1002","United States","Pennsylvania","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725",725,"1969 Institutional Grants For Science","11/26/1969","09/30/1971",355327,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002821,".","None","11/26/1969","Principal Investigator","Pennsylvania State Univ University Park","UNIVERSITY PARK","168027000",8148651372,"110 Technology Center Building","United States","Pennsylvania","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726",726,"1969 Institutional Grants For Science","11/26/1969","09/30/1970",20739,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002823,".","None","11/26/1969","Principal Investigator","St Joseph's University","Philadelphia","191311308",2158797300,"5600 City Avenue","United States","Pennsylvania","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727",727,"1969 Institutional Grants For Science","11/26/1969","09/30/1971",47187,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002824,".","None","11/26/1969","Principal Investigator","Swarthmore College","Swarthmore","190811390",6103288000,"500 COLLEGE AVE","United States","Pennsylvania","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728",728,"1969 Institutional Grants For Science","11/26/1969","09/30/1970",16769,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002826,".","None","11/26/1969","Principal Investigator","Thiel College","Greenville","161252181",4125887700,"College Avenue","United States","Pennsylvania","PA",NA,NA,NA,NA,2100,"INSTITUTIONAL GRANTS SCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729",729,"1969 Institutional Grants For Science","11/26/1969","09/30/1971",360882,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002827,".","None","11/26/1969","Principal Investigator","University of Pennsylvania","Philadelphia","191046205",2158987293,"Research Services","United States","Pennsylvania","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730",730,"1969 Institutional Grants For Science","11/26/1969","10/31/1971",12438,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/15/1972",7002830,"-.","None","11/26/1969","Principal Investigator","Westminster College","New Wilmington","161720002",7249468761,"319 South Market Street","United States","Pennsylvania","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731",731,"1969 Institutional Grants For Science","11/26/1969","09/30/1971",50658,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/26/1969","12/31/1973",7002832,".","None","11/26/1969","Principal Investigator","Allegheny University of Health Science, Philadelphia","Philadelphia","191291192",2158426000,"Broad & Vine","United States","Pennsylvania","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
