"","X","Award.AwardTitle","Award.AwardEffectiveDate","Award.AwardExpirationDate","Award.AwardAmount","Award.AwardInstrument.Value","Award.Organization.Code","Award.Organization.Directorate.LongName","Award.Organization.Division.LongName","Award.ProgramOfficer.SignBlockName","Award.MinAmdLetterDate","Award.MaxAmdLetterDate","Award.AwardID","Award.Investigator.FirstName","Award.Investigator.LastName","Award.Investigator.StartDate","Award.Investigator.RoleCode","Award.Institution.Name","Award.Institution.CityName","Award.Institution.ZipCode","Award.Institution.PhoneNumber","Award.Institution.StreetAddress","Award.Institution.CountryName","Award.Institution.StateName","Award.Institution.StateCode","Award.ProgramElement.Code","Award.ProgramElement.Text","Award.Investigator.FirstName.1","Award.Investigator.LastName.1","Award.Investigator.StartDate.1","Award.Investigator.RoleCode.1","Award.Investigator.FirstName.2","Award.Investigator.LastName.2","Award.Investigator.StartDate.2","Award.Investigator.RoleCode.2","Award.ProgramElement.Code.1","Award.ProgramElement.Code.2","Award.ProgramElement.Text.1","Award.Investigator.LastName.3","Award.Investigator.StartDate.3","Award.Investigator.RoleCode.3","Award.Investigator.LastName.4","Award.Investigator.StartDate.4","Award.Investigator.RoleCode.4","Award.Investigator.FirstName.3","Award.ProgramReference.Code","Award.ProgramReference.Text","Award.Investigator.FirstName.4","Award.ProgramElement.Text.2","Award.ProgramElement.Code.3","Award.ProgramElement.Text.3","Award.FoaInformation.Code","Award.FoaInformation.Name","Award.FoaInformation.Code.1","Award.FoaInformation.Name.1","Award.FoaInformation.Code.2","Award.FoaInformation.Name.2","Award.FoaInformation.Code.3","Award.FoaInformation.Name.3","Award.ProgramElement.Code.4","Award.ProgramElement.Code.5","Award.ProgramElement.Code.6","Award.ProgramElement.Code.7","Award.ProgramElement.Code.8","Award.ProgramElement.Code.9","Award.ProgramElement.Code.10","Award.ProgramElement.Code.11","Award.ProgramElement.Code.12","Award.ProgramElement.Text.4","Award.ProgramElement.Code.13","Award.ProgramElement.Text.5","Award.ProgramElement.Code.14","Award.ProgramElement.Text.6","Award.ProgramElement.Code.15","Award.ProgramElement.Text.7","Award.ProgramElement.Code.16","Award.ProgramElement.Text.8","Award.Institution.Name.1","Award.Institution.Name.2","Award.Institution.Name.3","Award.Institution.Name.4","Award.Institution.Name.5","Award.Institution.Name.6"
"1264",1264,"Theory of Electron and Lattice Dynamics in Solids","07/01/1973","03/31/1978",118500,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","04/24/1973","10/01/1976",7307593,"Lu","Sham","07/01/1973","Principal Investigator","University of California-San Diego","La Jolla",920930621,8585344896,"Office of Contract & Grant Admin","United States","California","CA",1710,"CONDENSED MATTER PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,1761,NA,"SOLID STATE PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1265",1265,"Chemomechanical Effects in Alumina","05/01/1973","04/30/1975",59600,"Standard Grant",3070200,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","06/01/1973","06/01/1973",7307595,"Gerald","Svendsen","05/01/1973","Principal Investigator","Martin Marietta Corporation","Baltimore",21201,NA,NA,"United States","Maryland","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1266",1266,"Metallurgical Chemistry Related to Treatment of Non-Ferrous Sulfide Concentrates","05/15/1973","10/31/1977",154900,"Standard Grant",3070200,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","04/24/1973","03/12/1975",7307596,"Herbert","Kellogg","05/15/1973","Principal Investigator","Columbia University","NEW YORK",100276902,2128546851,"2960 Broadway","United States","New York","NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1267",1267,"Materials Problems in the Melting of Particles in Metal Refining","05/01/1973","08/31/1977",150400,"Standard Grant",3070200,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","04/24/1973","03/03/1975",7307597,"John","Elliott","05/01/1973","Principal Investigator","Massachusetts Institute of Technology","Cambridge",21394301,6172531000,"77 MASSACHUSETTS AVE","United States","Massachusetts","MA",1730,"SPECIAL PROGRAMS IN MATERIALS",NA,NA,NA,NA,NA,NA,NA,NA,1771,NA,"METAL & METALLIC NANOSTRUCTURE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1268",1268,"Resonance Physics","06/01/1973","11/30/1977",128700,"Continuing grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","04/25/1973","04/30/1976",7307600,"Sven","Hartmann","06/01/1973","Principal Investigator","Columbia University","NEW YORK",100276902,2128546851,"2960 Broadway","United States","New York","NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1269",1269,"Monochromatic Phonon Interactions With Impurities in Crystalline Solids","07/01/1973","12/31/1976",90000,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","04/27/1973","05/22/1975",7307601,"James","Lange","07/01/1973","Principal Investigator","Oklahoma State University","Stillwater",740781011,4057449995,"101 WHITEHURST HALL","United States","Oklahoma","OK",1710,"CONDENSED MATTER PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,1761,NA,"SOLID STATE PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1270",1270,"Low Temperature Physics","05/15/1973","02/28/1978",173000,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","04/24/1973","08/22/1975",7307605,"Henry","Fairbank","05/15/1973","Principal Investigator","Duke University","Durham",277054010,9196843030,"2200 W. Main St, Suite 710","United States","North Carolina","NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1271",1271,"Low Temperature Physics","07/01/1973","11/30/1977",99700,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/07/1973","05/12/1976",7307606,"George","Rayfield","07/01/1973","Principal Investigator","University of Oregon Eugene","Eugene",974035219,5413465131,"5219 UNIVERSITY OF OREGON","United States","Oregon","OR",1710,"CONDENSED MATTER PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,1763,NA,"QUANTUM SOLIDS & LIQUIDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1272",1272,"Vortex Motion in Superconductors","06/01/1973","12/31/1977",32000,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","04/24/1973","08/13/1974",7307607,"Jeremy","Taylor","06/01/1973","Principal Investigator","University of Southern California","Los Angeles",900890001,2137407762,"University Park","United States","California","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1273",1273,"Field Ion Emission Investigation of Electronic and Atomic Interactions on Metal Surfaces","06/01/1973","11/30/1976",55000,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","04/24/1973","05/19/1975",7307608,"Tien","Tsong","06/01/1973","Principal Investigator","Pennsylvania State Univ University Park","UNIVERSITY PARK",168027000,8148651372,"110 Technology Center Building","United States","Pennsylvania","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1274",1274,"Defect Aggregation in Irradiated Materials","07/01/1973","11/30/1977",115000,"Standard Grant",3070200,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","04/24/1973","07/16/1976",7307609,"Kenneth","Russell","07/01/1973","Principal Investigator","Massachusetts Institute of Technology","Cambridge",21394301,6172531000,"77 MASSACHUSETTS AVE","United States","Massachusetts","MA",1730,"SPECIAL PROGRAMS IN MATERIALS",NA,NA,NA,NA,NA,NA,NA,NA,1771,NA,"METAL & METALLIC NANOSTRUCTURE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275",1275,"Experimental Studies of Liquid Crystals, Dilute Impurities In Insb, and Dilute Magnetic Impurities in Metals","05/01/1973","11/30/1977",213000,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","04/26/1973","05/26/1977",7307612,"W. Gilbert","Clark","05/01/1973","Principal Investigator","University of California-Los Angeles","LOS ANGELES",900951406,3107940102,"10889 Wilshire Boulevard","United States","California","CA",1710,"CONDENSED MATTER PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,1762,NA,"SOLID STATE & MATERIALS CHEMIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276",1276,"High Temperature Creep and Creep Recovery in Oxide Single- Crystal Solid Solutions","05/15/1973","10/31/1977",78300,"Standard Grant",3070200,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","04/25/1973","09/20/1976",7307613,"Thomas","McGee","05/15/1973","Principal Investigator","Iowa State University","AMES",500112207,5152945225,"1138 Pearson","United States","Iowa","IA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277",1277,"X-Ray Diffraction Microscopy","05/01/1973","10/31/1976",59700,"Standard Grant",3070200,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","04/26/1973","10/09/1975",7307619,"Ronald","Armstrong","05/01/1973","Principal Investigator","University of Maryland College Park","COLLEGE PARK",207425141,3014056269,"3112 LEE BLDG 7809 Regents Drive","United States","Maryland","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278",1278,"Angular Effects in Photoemission and Photoemission From CoreStates of Solids","06/01/1973","11/30/1975",72500,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","04/26/1973","06/18/1973",7307621,"Thomas","Callcott","06/01/1973","Principal Investigator","University of Tennessee Knoxville","KNOXVILLE",379960003,8659743466,"1 CIRCLE PARK","United States","Tennessee","TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279",1279,"New Polyester From B-Lactones","06/01/1973","04/30/1978",88000,"Standard Grant",3070000,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","04/27/1973","11/19/1975",7307627,NA,"DATA NOT AVAILABLE","06/01/1973","Principal Investigator","University of Massachusetts Amherst","Hadley",10359450,4135450698,"Research Administration Building","United States","Massachusetts","MA",1720,"SOLID-STATE CHEMSTRY & POLYMRS",NA,NA,NA,NA,NA,NA,NA,NA,1773,NA,"POLYMERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1280",1280,"Mechanisms of Fine Scale Precipitation of Ordered Phases From Solid Solution- a Study of Simultaneous Clustering and Ordering","06/01/1973","08/31/1977",115000,"Standard Grant",3070200,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","04/27/1973","02/26/1975",7307628,"John","Cahn","06/01/1973","Principal Investigator","Massachusetts Institute of Technology","Cambridge",21394301,6172531000,"77 MASSACHUSETTS AVE","United States","Massachusetts","MA",1730,"SPECIAL PROGRAMS IN MATERIALS",NA,NA,NA,NA,NA,NA,NA,NA,1771,NA,"METAL & METALLIC NANOSTRUCTURE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281",1281,"Nuclear Spin Acoustic Phonon Coupling Via the Nuclear Electric Quadrupole Interaction in Semi-Conductors, Insulators, and Metals","07/01/1973","06/30/1977",110000,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/04/1973","02/28/1975",7307629,"Ronald","Sundfors","07/01/1973","Principal Investigator","Washington University","Saint Louis",631304862,3147474134,"CAMPUS BOX 1054","United States","Missouri","MO",1710,"CONDENSED MATTER PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,1761,NA,"SOLID STATE PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1282",1282,"Biomaterials- Improved Implant Alloys, Phase I","06/15/1973","11/30/1976",241600,"Continuing grant",3070200,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/02/1973","03/20/1975",7307631,"Meade","Luby","06/15/1973","Co-Principal Investigator","University of Connecticut","Storrs",62691133,8604863622,"438 Whitney Road Ext.","United States","Connecticut","CT",NA,NA,"Leon","Richelle","06/15/1973","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283",1283,"Enhancement of the Properties of Cemented Carbide Tools By Surface Treatment","05/01/1973","09/30/1977",201700,"Standard Grant",3070200,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/09/1973","03/31/1975",7307632,"Nathan","Cook","05/01/1973","Co-Principal Investigator","Massachusetts Institute of Technology","Cambridge",21394301,6172531000,"77 MASSACHUSETTS AVE","United States","Massachusetts","MA",1730,"SPECIAL PROGRAMS IN MATERIALS","Nam","Suh","05/01/1973","Principal Investigator",NA,NA,NA,NA,1771,NA,"METAL & METALLIC NANOSTRUCTURE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284",1284,"Investigations of Nmr Structures Under Dynamic Nuclear Polarization","07/01/1973","11/30/1977",156600,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/04/1973","05/04/1976",7307633,"Sook","Lee","07/01/1973","Principal Investigator","Saint Louis University","St Louis",631032006,3149773925,"221 N. Grand Blvd.","United States","Missouri","MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1285",1285,"Spectroscopic Studies of Defective Solids","07/01/1973","12/31/1976",119500,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/21/1973","04/10/1975",7307636,"Thomas","Estle","07/01/1973","Principal Investigator","William Marsh Rice University","Houston",770051827,7133484820,"6100 MAIN ST","United States","Texas","TX",1710,"CONDENSED MATTER PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,1761,NA,"SOLID STATE PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1286",1286,"Swelling Phenomenon in Iron Oxide During Reduction By CarbonMonoxide","06/15/1973","08/31/1978",98700,"Standard Grant",3070200,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/10/1973","02/03/1978",7307640,"Kun","Li","06/15/1973","Principal Investigator","Carnegie-Mellon University","PITTSBURGH",152133815,4122689527,"5000 Forbes Avenue","United States","Pennsylvania","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287",1287,"Plasma Polymerization Techniques For the Synthesis of Biomedical Polymers-Phase Ii","05/15/1973","06/30/1976",90900,"Standard Grant",3070200,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/09/1973","11/07/1975",7307641,"K.","Mayhan","05/15/1973","Principal Investigator","Missouri University of Science and Technology","Rolla",654096506,5733414134,"300 W 12th Street","United States","Missouri","MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1288",1288,"Superconductivity and Charging Effects in Whiskers and Thin Films","06/01/1973","11/30/1976",63000,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/09/1973","04/25/1975",7307645,"Max","Sherrill","06/01/1973","Co-Principal Investigator","Clemson University","CLEMSON",296340001,8646562424,"230 Kappa Street","United States","South Carolina","SC",1710,"CONDENSED MATTER PHYSICS","Malcolm","Skove","06/01/1973","Principal Investigator",NA,NA,NA,NA,1763,NA,"QUANTUM SOLIDS & LIQUIDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289",1289,"Implant Materials","06/01/1973","11/30/1976",240000,"Continuing grant",3070200,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/09/1973","05/13/1975",7307647,"Donald","Lyman","06/01/1973","Principal Investigator","University of Utah","SALT LAKE CITY",841128930,8015816903,"75 S 2000 E","United States","Utah","UT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1290",1290,"Spatially Random Magnetica and Alloys","07/01/1973","12/31/1977",33300,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/17/1973","11/12/1973",7307651,"Raza","Tahir-Kheli","07/01/1973","Principal Investigator","Temple University","PHILADELPHIA",191405104,2157077379,"3340 N. Broad Street","United States","Pennsylvania","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1291",1291,"Theory of Solids","07/01/1973","12/31/1976",111800,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/14/1973","06/03/1975",7307652,"Gregory","Wannier","07/01/1973","Principal Investigator","University of Oregon Eugene","Eugene",974035219,5413465131,"5219 UNIVERSITY OF OREGON","United States","Oregon","OR",1710,"CONDENSED MATTER PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,1761,NA,"SOLID STATE PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292",1292,"Chain Statistics and Elastic Properties of Polymers","08/01/1973","02/28/1977",90000,"Continuing grant",3070000,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/16/1973","08/28/1975",7307655,"Paul","Flory","08/01/1973","Principal Investigator","Stanford University","Palo Alto",943041212,6507232300,"3160 Porter Drive","United States","California","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1293",1293,"Magnetic Resonance Study of Trapped Hole Centers in Perovskite Structured Crystals","07/01/1973","12/31/1977",100000,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/16/1973","04/22/1976",7307656,"Larry","Halliburton","07/01/1973","Principal Investigator","Oklahoma State University","Stillwater",740781011,4057449995,"101 WHITEHURST HALL","United States","Oklahoma","OK",1710,"CONDENSED MATTER PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,1761,NA,"SOLID STATE PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1294",1294,"Direct Method For the Determination of the Core Structure OfDislocations","07/01/1973","06/30/1977",30000,"Standard Grant",3070200,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/29/1973","05/29/1973",7307657,"Stephen","Sass","07/01/1973","Principal Investigator","Cornell University","Ithaca",148502820,6072555014,"373 Pine Tree Road","United States","New York","NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295",1295,"Molecular Dynamics in Condensed Phases- Vibrational ImpurityInduced Modes","06/01/1973","11/30/1977",69900,"Standard Grant",3070000,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/15/1973","05/20/1977",7307658,"Jerry","Cahill","06/01/1973","Principal Investigator","Drexel University","Philadelphia",191021119,2158955849,"1505 Race St, 8th Floor","United States","Pennsylvania","PA",1720,"SOLID-STATE CHEMSTRY & POLYMRS",NA,NA,NA,NA,NA,NA,NA,NA,1762,NA,"SOLID STATE & MATERIALS CHEMIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1296",1296,"Theories of Condensed Systems","06/01/1973","11/30/1976",113500,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/24/1973","04/28/1976",7307659,"Chia-Wei","Woo","06/01/1973","Principal Investigator","Northwestern University","Evanston",602013149,8474913003,"1801 Maple Ave.","United States","Illinois","IL",1710,"CONDENSED MATTER PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,1761,1762,"SOLID STATE PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOLID STATE & MATERIALS CHEMIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
